"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT03","WT07","WT08"
"USW00023183","PHOENIX AIRPORT, AZ US","2025-05-23","5.82",,"0.00","0.0","0.0","91","103","74","  170","  210","15.0","33.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-05-24","7.38",,"0.00","0.0","0.0","89","100","75","  280","  290","19.9","27.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-05-25","5.59",,"0.00","0.0","0.0","87","98","73","  290","  250","15.0","19.9",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-05-26","8.28",,"0.00","0.0","0.0","87","100","73","  290","  320","17.0","25.9",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-05-27","6.71",,"0.00","0.0","0.0","89","101","75","  280","  110","16.1","21.9",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-05-28","7.61",,"0.00","0.0","0.0","89","103","74","  310","  180","17.0","25.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-05-29","7.38",,"0.00","0.0","0.0","89","101","79","  280","  300","21.9","25.9",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-05-30","7.16",,"0.00","0.0","0.0","87","104","73","  270","  260","19.9","23.9",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-05-31","8.50",,"0.00","0.0","0.0","92","102","82","  270","  340","18.1","27.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-06-01","9.62",,"0.24","0.0","0.0","88","91","69","  300","  260","28.0","36.9","    1","    1",,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-06-02","5.59",,"0.07","0.0","0.0","74","89","67","   80","  340","16.1","29.1","    1",,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-06-03","6.93",,"0.00","0.0","0.0","86","97","78","  280","  260","21.9","27.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-06-04","6.93",,"0.14","0.0","0.0","86","95","75","  320","   10","17.0","29.1",,"    1",,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-06-05","5.14",,"0.00","0.0","0.0","89","101","78","  190","  340","16.1","28.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-06-06","6.93",,"0.00","0.0","0.0","92","104","80","  270","  350","15.0","30.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-06-07","5.82",,"0.00","0.0","0.0","93","104","80","  300","  320","15.0","21.9",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-06-08","6.49",,"0.00","0.0","0.0","93","107","79","  280","  300","15.0","23.9",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-06-09","8.05",,"0.00","0.0","0.0","95","109","80","  280","  230","17.0","25.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-06-10","8.50",,"0.00","0.0","0.0","96","108","81","  290","  310","21.0","29.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-06-11","9.62",,"0.00","0.0","0.0","96","108","83","  290","  320","21.9","30.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-06-12","8.50",,"0.00","0.0","0.0","97","108","84","  280","  280","23.9","31.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-06-13","7.61",,"0.00","0.0","0.0","96","108","82","  190","  300","17.0","25.9",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-06-14","5.59",,"0.00","0.0","0.0","96","110","82","  300","  310","15.0","21.9",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-06-15","5.59",,"0.00","0.0","0.0","98","114","81","  280","  280","19.9","33.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-06-16","7.61",,"0.00","0.0","0.0","100","114","83","  270","  290","19.9","29.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-06-17","7.38",,"0.00","0.0","0.0","99","110","86","  280","  340","17.0","33.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-06-18","5.82",,"0.00","0.0","0.0","98","114","83","  270","  290","16.1","21.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-06-19","8.28",,"0.00","0.0","0.0","101","117","85","  270","  290","23.0","31.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-06-20","7.83",,"0.00","0.0","0.0","99","110","84","  280","  270","21.9","30.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-06-21","10.51",,"0.00","0.0","0.0","96","106","82","  270","  280","23.9","32.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-06-22","8.50",,"0.00","0.0","0.0","91","99","79","  290","  320","21.0","25.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-06-23","10.29",,"0.00","0.0","0.0","91","104","80","  280","  220","23.0","30.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-06-24","7.83",,"0.00","0.0","0.0","92","105","81","  280","  300","18.1","25.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-06-25","5.14",,"0.00","0.0","0.0","92","103","79","  290","  340","18.1","29.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-06-26","5.37",,"0.00","0.0","0.0","94","105","81","  280","  280","16.1","25.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-06-27","7.16",,"0.00","0.0","0.0","96","107","82","  310","  330","18.1","25.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-06-28","8.95",,"0.00","0.0","0.0","98","109","87","  270","  260","19.9","25.9",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-06-29","9.62",,"0.00","0.0","0.0","101","114","87","  290","  340","23.0","35.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-06-30","7.83",,"0.00","0.0",,"103","116","90","  130","  130","18.1","27.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-07-01","11.86",,"0.00","0.0","0.0","103","112","93","  140","  130","25.1","40.9",,,"    1","    1"
"USW00023183","PHOENIX AIRPORT, AZ US","2025-07-02","10.96",,"0.16","0.0","0.0","101","109","78","  100","  110","32.0","42.9",,"    1","    1","    1"
"USW00023183","PHOENIX AIRPORT, AZ US","2025-07-03","5.82",,"0.00","0.0","0.0","87","102","78","  200","  200","23.0","28.0",,"    1","    1",
"USW00023183","PHOENIX AIRPORT, AZ US","2025-07-04","6.04",,"0.00","0.0","0.0","92","103","82","  270","  320","15.0","19.9",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-07-05","7.83",,"0.00","0.0","0.0","96","107","86","  280","  290","19.9","29.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-07-06","5.82",,"0.00","0.0","0.0","98","110","86","  320","  330","18.1","31.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-07-07","9.17",,"0.00","0.0","0.0","101","111","91","  280","  240","21.9","34.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-07-08","10.29",,"0.00","0.0","0.0","101","112","92","  290","  300","19.9","31.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-07-09","7.38",,"0.00","0.0","0.0","105","118","93","  290","  270","21.9","28.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-07-10","10.96",,"0.00","0.0","0.0","105","113","95","  280","  280","23.0","30.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-07-11","10.74",,"0.00","0.0","0.0","100","111","90","  280","  280","23.0","32.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-07-12","6.93",,"0.00","0.0","0.0","98","108","88","  280","  330","17.0","23.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-07-13","7.83",,"0.00","0.0","0.0","99","108","90","  280","  280","18.1","30.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-07-14","9.17",,"0.00","0.0","0.0","98","107","90","  300","  350","17.0","25.9",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-07-15","10.51",,"0.00","0.0","0.0","98","107","86","  150","  290","23.0","36.0",,,,"    1"
"USW00023183","PHOENIX AIRPORT, AZ US","2025-07-16","11.63",,"0.00","0.0","0.0","91","97","83","  160","  140","25.9","40.9",,,,"    1"
"USW00023183","PHOENIX AIRPORT, AZ US","2025-07-17","7.83",,"0.00","0.0","0.0","90","101","80","  270","  330","19.9","23.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-07-18","7.61",,"0.00","0.0","0.0","96","108","88","  270","  330","17.0","23.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-07-19","7.16",,"0.00","0.0","0.0","98","107","87","  270","  330","17.0","25.9",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-07-20","6.71",,"0.00","0.0","0.0","96","97","90","  280","  280","19.9","25.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-07-21","8.50",,"0.00","0.0","0.0","93","104","85","  180","  170","25.1","35.1",,,,"    1"
"USW00023183","PHOENIX AIRPORT, AZ US","2025-07-22","7.83",,"0.00","0.0","0.0","91","102","84","  190","  190","23.0","30.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-07-23","7.16",,"0.00","0.0","0.0","93","104","85","  320","  320","16.1","23.9",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-07-24","5.82",,"0.00","0.0","0.0","94","106","80","  280","  280","21.0","27.1",,,,"    1"
"USW00023183","PHOENIX AIRPORT, AZ US","2025-07-25","7.16",,"0.00","0.0","0.0","95","109","80","  290","  300","18.1","23.9",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-07-26","5.14",,"0.00","0.0","0.0","96","107","81","  300","   10","16.1","27.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-07-27","4.92",,"0.00","0.0","0.0","96","110","82","  270","  340","13.0","23.9",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-07-28","6.93",,"0.00","0.0","0.0","99","113","86","  300","  300","17.0","25.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-07-29","6.26",,"0.00","0.0","0.0","100","110","88","  300","  280","17.0","29.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-07-30","7.38",,"0.00","0.0","0.0","99","111","87","  280","  330","21.0","30.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-07-31","6.93",,"0.00","0.0","0.0","100","111","88","  240","  240","18.1","23.9",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-08-01","8.05",,"0.00","0.0","0.0","101","113","92","  220","  210","18.1","31.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-08-02","7.61",,"0.00","0.0","0.0","103","114","90","  290","  260","23.0","30.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-08-03","6.71",,"0.00","0.0","0.0","99","112","84","  280","  270","17.0","23.9",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-08-04","6.93",,"0.00","0.0","0.0","100","112","87","  280","  320","16.1","29.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-08-05","5.82",,"0.00","0.0","0.0","103","114","90","  300","  330","17.0","30.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-08-06","7.38",,"0.00","0.0","0.0","105","116","91","  300","  320","21.0","31.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-08-07","7.83",,"0.00","0.0","0.0","106","118","94","  290","  330","17.0","28.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-08-08","9.17",,"0.00","0.0","0.0","104","114","92","  290","  310","19.9","30.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-08-09","10.74",,"0.00","0.0","0.0","101","110","92","  270","  260","21.0","27.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-08-10","10.51",,"0.00","0.0","0.0","100","108","91","  190","  190","25.1","35.1",,,"    1","    1"
"USW00023183","PHOENIX AIRPORT, AZ US","2025-08-11","9.84",,"0.00","0.0","0.0","101","112","92","  280","  300","23.0","30.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-08-12","8.50",,"0.00","0.0","0.0","101","112","91","  290","  280","19.9","25.9",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-08-13","9.17",,"0.00","0.0","0.0","101","109","90","  310","  290","23.0","30.0",,"    1",,"    1"
"USW00023183","PHOENIX AIRPORT, AZ US","2025-08-14","8.50",,"0.00","0.0","0.0","98","109","86","   10","   10","23.0","29.1",,"    1",,"    1"
"USW00023183","PHOENIX AIRPORT, AZ US","2025-08-15","8.50",,"0.00","0.0","0.0","92","104","76","   90","  100","23.9","33.1",,"    1",,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-08-16","7.16",,"0.00","0.0","0.0","93","106","84","  180","  150","17.0","25.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-08-17","4.25",,"0.00","0.0","0.0","95","105","84","  300","  290","14.1","25.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-08-18","7.83",,"0.00","0.0","0.0","96","107","85","  280","  340","19.9","29.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-08-19","6.26",,"0.00","0.0","0.0","97","108","87","  300","  250","15.0","23.9",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-08-20","4.92",,"0.00","0.0","0.0","101","112","89","  160","  140","21.9","36.9",,,"    1","    1"
"USW00023183","PHOENIX AIRPORT, AZ US","2025-08-21","8.05",,"0.04","0.0","0.0","103","114","89",,,,,,"    1","    1","    1"
"USW00023183","PHOENIX AIRPORT, AZ US","2025-08-22","4.70",,"0.00","0.0","0.0","99","112","89","  160","   10","15.0","25.9",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-08-23","6.26",,"0.00","0.0","0.0","101","110","92","  270","  270","18.1","25.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-08-24","7.38",,"0.00","0.0","0.0","101","111","92",,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-08-25",,,"0.29","0.0","0.0","96","103","76",,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-08-26",,,"0.00","0.0","0.0","84","97","78",,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-08-27",,,"0.00","0.0","0.0","89","102","79",,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-08-28",,,"0.00","0.0","0.0","95","105","88",,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-08-29",,,"0.01","0.0","0.0","93","102","81",,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-08-30",,,"0.00","0.0","0.0",,"107","85",,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-08-31",,,"0.00","0.0","0.0",,"109","84",,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-09-01","9.62",,"0.00","0.0","0.0",,"107","88","   70","  180","40.9","55.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-09-02","10.07",,"0.00","0.0","0.0",,"109","86","  270","  270","25.9","32.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-09-03","7.61",,"0.03","0.0","0.0","92","106","78","  190","  180","30.0","38.9",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-09-04","6.71",,"0.15","0.0","0.0","85","97","75","  190","  180","23.9","33.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-09-05","6.04",,"0.00","0.0","0.0","87","97","81","  290","  340","15.0","25.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-09-06","6.71",,"0.00","0.0","0.0","91","100","84","  290","  340","15.0","25.9",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-09-07","6.71",,"0.00","0.0","0.0","92","102","83","  280","  350","15.0","23.9",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-09-08","6.04",,"0.00","0.0",,"94","105","88","  210","  320","15.0","23.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-09-09","6.04",,"0.00","0.0","0.0","96","106","86","  290","  180","15.0","21.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-09-10","9.17",,"0.00","0.0","0.0","96","108","86","  280","  210","21.0","28.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-09-11","7.83",,"0.00","0.0","0.0","93","104","82","  190","  190","19.9","27.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-09-12","6.71",,"0.00","0.0","0.0","92","102","82","  270","  310","21.0","25.9",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-09-13","5.82",,"0.00","0.0","0.0","88","97","76","  160","  360","14.1","23.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-09-14","5.82",,"0.00","0.0","0.0","88","101","76","  180","  340","16.1","28.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-09-15","5.37",,"0.00","0.0","0.0","90","105","77","  300","  350","15.0","27.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-09-16","5.82",,"0.00","0.0","0.0","93","105","82","  280","  280","14.1","21.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-09-17","5.82",,"0.00","0.0","0.0","94","101","86","  170","  160","15.0","21.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-09-18","6.93",,"0.22","0.0","0.0","91","101","77","  250","  260","21.9","28.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-09-19","8.28",,"0.01","0.0","0.0","88","98","79","   70","   70","17.9","25.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-09-20","6.26",,"0.00","0.0","0.0","90","102","81","  350","  340","15.0","30.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-09-21","5.59",,"0.00","0.0","0.0","91","99","82","  130","  350","17.0","31.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-09-22","8.72",,"0.00","0.0","0.0","85","92","80","  330","  330","23.0","42.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-09-23","4.70",,"0.00","0.0","0.0","88","101","79","  300","  280","13.0","25.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-09-24","4.70",,"0.00","0.0","0.0","94","107","81","   90","   50","16.1","23.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-09-25","8.28",,"0.00","0.0","0.0","96","107","84","  150","  140","21.0","29.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-09-26","13.65",,"1.64","0.0","0.0","85","89","67","  320","   30","40.9","55.9",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-09-27","5.59",,"0.21","0.0","0.0","75","87","69","  290","  320","38.0","49.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-09-28","4.70",,"0.00","0.0","0.0","77","89","72","  240","  360","13.0","23.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-09-29","3.13",,"0.00","0.0","0.0","81","94","72","  200","  210","12.1","16.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-09-30","5.59",,"0.00","0.0","0.0","85","97","75","  210","  220","13.0","19.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-10-01","3.80",,"0.00","0.0","0.0","85","97","75","  200","  350","10.1","15.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-10-02","4.70",,"0.00","0.0","0.0","87","102","76","  110","  100","14.1","17.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-10-03","7.61",,"0.00","0.0","0.0","89","102","77","  280","  310","17.9","31.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-10-04","8.50",,"0.00","0.0","0.0","83","88","72","  290","  330","21.0","25.9",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-10-05","3.80",,"0.00","0.0","0.0","77","89","67","  240","  250","8.9","13.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-10-06","3.58",,"0.00","0.0","0.0","79","94","66","  120","  350","10.1","14.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-10-07","3.58",,"0.00","0.0","0.0","82","99","67","   90","   90","10.1","14.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-10-08","4.70",,"0.00","0.0","0.0","86","102","73","  340","  330","10.1","17.9",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-10-09","8.50",,"0.10","0.0","0.0","87","92","74","  280","   20","19.9","28.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-10-10","9.40",,"0.26","0.0","0.0","81","93","72","  320","  330","23.9","42.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-10-11","6.26",,"0.70","0.0","0.0","76","82","69","  310","  310","28.0","36.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-10-12","5.82",,"1.97","0.0","0.0","75","80","69","  180","  190","21.9","30.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-10-13","6.49",,"0.23","0.0","0.0","76","83","69","  160","  170","46.1","63.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-10-14","9.62",,"0.00","0.0","0.0","77","85","68","  190","  200","21.9","33.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-10-15","6.04",,"0.00","0.0","0.0","73","79","66","  280","  330","15.0","21.0",,,,
