"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT03","WT07","WT08"
"USW00023183","PHOENIX AIRPORT, AZ US","2025-10-16","4.70",,"0.00","0.0","0.0","70","81","61","  270","  250","12.1","19.9",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-10-17","4.47",,"0.00","0.0","0.0","71","83","61","  240","  210","10.1","19.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-10-18","4.25",,"0.00","0.0","0.0","73","86","62","   80","  100","10.1","15.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-10-19","3.80",,"0.00","0.0","0.0","74","90","64","   80","   80","12.1","15.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-10-20","4.03",,"0.00","0.0","0.0","76","89","63","   80","   70","10.1","13.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-10-21","4.25",,"0.00","0.0","0.0","76","90","65","  130","  130","12.1","15.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-10-22","5.14",,"0.00","0.0","0.0","79","92","72","   70","   50","17.9","25.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-10-23","4.70",,"0.00","0.0","0.0","75","84","64","  270","  290","12.1","15.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-10-24","4.92",,"0.00","0.0","0.0","73","85","63","  240","  320","10.1","17.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-10-25","4.92",,"0.00","0.0","0.0","75","88","63","  100","  110","12.1","13.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-10-26","5.14",,"0.00","0.0","0.0","75","90","62","   80","   80","10.1","14.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-10-27","5.59",,"0.00","0.0","0.0","76","90","63","  100","  100","13.0","15.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-10-28","6.71",,"0.00","0.0","0.0","77","92","64","   70","   40","16.1","23.9",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-10-29","7.83",,"0.00","0.0","0.0","79","91","63","   80","   90","23.9","30.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-10-30","4.03",,"0.00","0.0","0.0","76","90","65","  100","   90","13.0","17.9",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-10-31","4.47",,"0.00","0.0","0.0","74","88","64","  100","  330","10.1","15.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-11-01","3.80",,"0.00","0.0","0.0","74","88","62","   80","   80","8.9","12.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-11-02","4.25",,"0.00","0.0","0.0","75","91","61","  100","  100","12.1","15.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-11-03","3.80",,"0.00","0.0","0.0","75","89","63","  130","  130","12.1","14.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-11-04","5.37",,"0.00","0.0","0.0","75","91","62","  110","  110","10.1","14.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-11-05","4.47",,"0.00","0.0","0.0","75","88","61","   80","   80","14.1","17.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-11-06","4.70",,"0.00","0.0","0.0","73","87","61","  100","  320","8.9","12.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-11-07","4.03",,"0.00","0.0","0.0","72","85","60","  110","  320","10.1","16.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-11-08","3.80",,"0.00","0.0","0.0","72","86","61","  120","  120","8.9","12.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-11-09","5.59",,"0.00","0.0","0.0","74","90","61","   80","   70","17.0","23.9",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-11-10","5.59",,"0.00","0.0","0.0","77","88","66","   80","   80","21.0","25.9",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-11-11","3.36",,"0.00","0.0","0.0","74","88","63","  110","  100","12.1","15.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-11-12","4.25",,"0.00","0.0","0.0","73","86","61","  150","  130","10.1","15.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-11-13","4.03",,"0.00","0.0","0.0","75","88","64","  150","  140","13.0","16.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-11-14","4.03",,"0.00","0.0","0.0","73","89","61","  120","  140","10.1","14.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-11-15","7.83",,"0.00","0.0","0.0","72","83","61","  160","  160","15.0","21.9",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-11-16","6.71",,"0.00","0.0","0.0","71","76","63","  250","  270","17.9","27.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-11-17","4.03",,"0.05","0.0","0.0","66","76","56","  180","  190","15.0","21.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-11-18","8.72",,"0.07","0.0","0.0","65","73","60","  160","  170","17.0","27.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-11-19","5.59",,"0.17","0.0","0.0","63","66","55","  320","  320","21.9","29.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-11-20","4.92",,"0.08","0.0","0.0","58","66","54","  270","  280","13.0","17.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-11-21","7.16",,"0.00","0.0","0.0","58","66","53","   60","   50","15.0","21.9",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-11-22","5.37",,"0.41","0.0","0.0","63","72","55","  110","   50","17.9","25.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-11-23","3.80",,"0.01","0.0","0.0","59","65","56","  190","  360","12.1","19.9",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-11-24","2.24",,"0.00","0.0","0.0","60","69","52","  220","  210","8.9","12.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-11-25","3.36",,"0.00","0.0","0.0","61","73","52","  100","  320","10.1","14.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-11-26","2.46",,"0.00","0.0","0.0","63","75","52","   70","   70","12.1","17.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-11-27","3.58",,"0.00","0.0","0.0","64","78","52","   60","   60","10.1","15.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-11-28","2.91",,"0.00","0.0","0.0","64","77","53","  240","  230","8.1","10.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-11-29","3.80",,"0.00","0.0","0.0","62","74","52","   70","  100","8.9","12.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-11-30","4.25",,"0.00","0.0","0.0","62","74","52","  140","  320","8.9","14.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-12-01","4.25",,"0.00","0.0","0.0","62","71","52","   90","   30","10.1","16.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-12-02","4.25",,"0.00","0.0","0.0","59","71","48","   90","   10","12.1","17.9",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-12-03","5.59",,"0.00","0.0","0.0","58","68","47","  280","  330","16.1","21.9",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-12-04","5.14",,"0.00","0.0","0.0","56","66","47","   70","   40","14.1","19.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-12-05","3.13",,"0.00","0.0","0.0","55","67","45","  310","  340","8.9","14.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-12-06","3.58",,"0.00","0.0","0.0","56","69","45","  100","  120","8.9","12.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-12-07","4.03",,"0.00","0.0","0.0","57","72","46","  120","  330","8.1","14.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-12-08","3.36",,"0.00","0.0","0.0","60","73","48","  120","  320","10.1","14.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-12-09","3.36",,"0.00","0.0","0.0","61","77","48","   90","   50","10.1","15.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-12-10","3.58",,"0.00","0.0","0.0","61","76","48","  120","  130","8.9","14.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-12-11","4.03",,"0.00","0.0","0.0","63","79","52","  100","  100","8.9","11.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-12-12","4.70",,"0.00","0.0","0.0","64","78","53","   90","  110","10.1","12.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-12-13","3.58",,"0.00","0.0","0.0","64","79","53","  120","   80","8.9","12.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-12-14","4.70",,"0.00","0.0","0.0","65","82","51","   70","   70","15.0","21.9",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-12-15","2.24",,"0.00","0.0","0.0","66","81","53","  240","  250","8.9","13.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-12-16","2.91",,"0.00","0.0","0.0","65","77","52","   80","   90","10.1","13.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-12-17","4.03",,"0.00","0.0","0.0","63","76","52","  100","   90","10.1","12.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-12-18","4.03",,"0.00","0.0","0.0","62","76","50","   80","  340","10.1","12.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-12-19","4.47",,"0.00","0.0","0.0","64","78","53","   90","   90","13.0","14.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-12-20","4.25",,"0.00","0.0","0.0","64","76","51","  110","  110","12.1","14.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-12-21","3.58",,"0.00","0.0","0.0","64","81","52","  110","  120","8.9","13.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-12-22","4.70",,"0.00","0.0","0.0","66","83","54","  120","  120","10.1","15.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-12-23","5.82",,"0.00","0.0","0.0","67","80","56","  290","  310","14.1","21.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-12-24","7.38",,"0.00","0.0","0.0","67","69","63","  110","  110","14.1","19.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-12-25","5.82",,"0.03","0.0","0.0","67","74","62","  110","  210","13.0","16.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-12-26","5.14",,"0.00","0.0","0.0","65","74","57","  110","  310","13.0","15.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-12-27","6.26",,"0.00","0.0","0.0","66","71","56","  280","  300","16.1","21.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-12-28","3.58",,"0.00","0.0","0.0","59","68","48","  310","  310","12.1","21.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-12-29","9.17",,"0.00","0.0","0.0","60","76","51","   80","   80","23.0","28.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-12-30","10.74",,"0.00","0.0","0.0","66","73","60","   80","   60","21.9","31.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2025-12-31","4.92",,"0.00","0.0","0.0","63","67","55","  130","  130","14.1","19.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-01-01","4.47",,"0.03","0.0","0.0","62","66","58","  110","  120","13.0","15.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-01-02","2.91",,"0.00","0.0","0.0","63","74","57","  100","  100","8.1","10.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-01-03","2.68",,"0.00","0.0","0.0","61","70","53","  100","  320","10.1","15.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-01-04","3.58",,"0.00","0.0","0.0","63","73","53","  120","  110","8.9","13.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-01-05","4.70",,"0.00","0.0","0.0","62","70","54","  300","  300","8.9","14.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-01-06","3.36",,"0.00","0.0","0.0","59","70","49","   90","   80","10.1","13.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-01-07","6.71",,"0.04","0.0","0.0","59","60","54","  160","  160","16.1","21.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-01-08","9.62",,"0.11","0.0","0.0","56","63","47","  280","  280","23.9","32.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-01-09","5.82",,"0.00","0.0","0.0","51","60","42","   70","   10","12.1","16.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-01-10","8.05",,"0.00","0.0","0.0","52","65","39","   50","   60","21.0","30.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-01-11",,,"0.00","0.0","0.0","59","71","53",,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-01-12","12.08",,"0.00","0.0","0.0","61","72","54","   80","   70","23.0","32.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-01-13","3.36",,"0.00","0.0","0.0","62","77","49","   20","   10","8.9","15.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-01-14","6.26",,"0.00","0.0","0.0","62","81","48","   80","   80","19.9","25.9",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-01-15","4.47",,"0.00","0.0","0.0","68","79","57","   80","   70","16.1","19.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-01-16","3.80",,"0.00","0.0","0.0","63","78","50","  100","   90","10.1","14.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-01-17","3.58",,"0.00","0.0","0.0","61","76","46","  330","  340","8.9","16.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-01-18","2.91",,"0.00","0.0","0.0","62","78","47","  130","   90","10.1","13.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-01-19","3.80",,"0.00","0.0","0.0","61","75","48","  100","  100","8.1","12.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-01-20","3.13",,"0.00","0.0","0.0","61","77","48","   80","   80","14.1","17.9",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-01-21","4.70",,"0.00","0.0","0.0","60","71","50","  100","  100","14.1","17.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-01-22","3.36",,"0.00","0.0","0.0","62","75","52","  120","  100","10.1","14.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-01-23","5.82",,"0.00","0.0","0.0","65","74","58","  310","  330","16.1","23.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-01-24","6.49",,"0.00","0.0","0.0","61","70","51","  280","  340","17.9","25.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-01-25","4.70",,"0.00","0.0","0.0","57","66","45","   80","  310","10.1","19.9",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-01-26","6.49",,"0.00","0.0","0.0","55","69","44","   70","   40","17.9","28.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-01-27","4.03",,"0.00","0.0","0.0","60","73","46","   90","   80","14.1","17.9",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-01-28","4.25",,"0.00","0.0","0.0","61","74","50","  110","  110","13.0","16.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-01-29","2.91",,"0.00","0.0",,"60","75","49","  300","  280","10.1","16.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-01-30","3.36",,"0.00","0.0",,"61","77","47","   50","   60","10.1","17.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-01-31","5.82",,"0.00","0.0",,"67","81","52","   70","   60","17.9","23.9",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-02-01","5.82",,"0.00","0.0","0.0","69","85","52","   80","   80","17.0","23.9",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-02-02","4.25",,"0.00","0.0","0.0","68","80","57","  100","   80","15.0","19.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-02-03","3.13",,"0.00","0.0","0.0","67","82","53","  100","  110","8.9","11.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-02-04","9.40",,"0.00","0.0","0.0","71","85","54","   60","   70","23.0","31.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-02-05","8.28",,"0.00","0.0","0.0","70","79","58","  120","   90","15.0","21.9",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-02-06","4.25",,"0.00","0.0","0.0","70","84","59","   90","  170","10.1","13.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-02-07","3.58",,"0.00","0.0","0.0","69","83","57","   90","  100","10.1","14.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-02-08","3.13",,"0.00","0.0","0.0","70","86","56","  310","  340","10.1","14.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-02-09","3.80",,"0.00","0.0","0.0","70","85","55","   40","   40","13.0","13.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-02-10","5.59",,"0.00","0.0","0.0","69","80","58","   90","  330","12.1","21.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-02-11","5.14",,"0.00","0.0","0.0","70","80","60","  320","  300","15.0","25.9",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-02-12","2.68",,"0.00","0.0","0.0","68","81","56","  350","   10","10.1","28.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-02-13","8.50",,"0.00","0.0","0.0","68","70","59","  180","  170","21.9","30.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-02-14","4.25",,"0.00","0.0","0.0","61","74","51","   90","  340","8.9","14.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-02-15","6.49",,"0.00","0.0","0.0","64","78","52","  100","   90","16.1","21.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-02-16","11.41",,"0.00","0.0","0.0","67","77","57","  200","  200","25.1","36.9",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-02-17","7.61",,"0.08","0.0","0.0","63","70","54",,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-02-18","10.07",,"0.00","0.0","0.0","59","68","52","  310","  260","25.1","33.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-02-19","4.47",,"0.00","0.0","0.0","55","66","45","  240","  250","14.1","19.9",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-02-20","8.95",,"0.00","0.0","0.0","58","64","52","  270","  270","21.0","25.9",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-02-21","4.92",,"0.00","0.0","0.0","56","73","43","   70","   70","17.9","25.9",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-02-22","7.83",,"0.00","0.0","0.0","65","81","53","   80","   70","21.0","28.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-02-23","4.92",,"0.00","0.0","0.0","71","85","57","   60","   60","17.9","25.9",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-02-24","4.92",,"0.00","0.0","0.0","69","84","56","  270","  280","15.0","21.9",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-02-25","4.92",,"0.00","0.0","0.0","72","88","59","  310","  350","14.1","21.9",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-02-26","4.47",,"0.00","0.0","0.0","74","88","61","  290","  280","10.1","17.9",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-02-27",,,"0.00","0.0",,"77","92","62",,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-02-28",,,"0.00","0.0",,"76","92","64",,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-03-01",,,"0.00","0.0","0.0",,"93","63",,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-03-02",,,"0.00","0.0","0.0",,"93","64",,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-03-03",,,"0.00","0.0","0.0",,"86","61",,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-03-04",,,"0.00","0.0","0.0",,"85","60",,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-03-05",,,"0.00","0.0","0.0",,"81","58",,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-03-06",,,"0.00","0.0","0.0",,"73","53",,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-03-07",,,"0.00","0.0","0.0",,"82","54",,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-03-08",,,"0.00","0.0","0.0",,"89","56",,,,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-03-09","7.38",,"0.05","0.0","0.0",,"81","62","  190","  190","32.0","42.1",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-03-10","6.04",,"0.00","0.0","0.0",,"77","57","  280","  280","16.1","19.9",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-03-11","3.80",,"0.00","0.0","0.0",,"84","58","  280","  260","13.0","17.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-03-12","3.36",,"0.00","0.0","0.0",,"92","61","  300","  330","13.0","21.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-03-13","4.03",,"0.00","0.0","0.0",,"93","63","  130","  350","13.0","17.9",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-03-14","5.82",,"0.00","0.0","0.0",,"92","63","  260","  270","16.1","21.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-03-15","6.93",,"0.00","0.0","0.0",,"92","62","  280","  300","16.1","21.0",,,,
"USW00023183","PHOENIX AIRPORT, AZ US","2026-03-16","3.58",,"0.00","0.0","0.0",,"93","63","   90","   80","16.1","21.0",,,,
